User_ID,Stage_Order,Stage_Name,Stage_Date,ID_Date,Avg_Feature_A_Usage,Avg_Feature_B_Usage,Avg_Feature_C_Usage
809,1,Page View,2025-02-24,20250224,5.36,35.9,0.96
810,1,Page View,2025-02-16,20250216,13.65,81.52,96.38
811,1,Page View,2025-03-13,20250313,50.54,49.5,68.47
812,1,Page View,2025-01-16,20250116,41.56,83.99,48.87
812,2,CTA Click,2025-01-21,20250121,41.56,83.99,48.87
813,1,Page View,2025-03-09,20250309,8.27,3.09,76.11
814,1,Page View,2025-01-27,20250127,29.21,27.49,53.76
815,1,Page View,2025-02-04,20250204,16.82,45.73,74.25
816,1,Page View,2025-03-04,20250304,76.59,54.97,11.32
817,1,Page View,2025-03-02,20250302,11.42,77.51,82.33
818,1,Page View,2025-01-17,20250117,36.69,82.26,4.16
819,1,Page View,2025-03-22,20250322,71.9,54.64,98.98
819,2,CTA Click,2025-03-29,20250329,71.9,54.64,98.98
819,3,Signup,2025-04-02,20250402,71.9,54.64,98.98
820,1,Page View,2025-03-21,20250321,10.24,83.01,75.13
821,1,Page View,2025-01-28,20250128,29.77,99.93,44.97
822,1,Page View,2025-03-31,20250331,34.86,81.67,43.91
823,1,Page View,2025-02-18,20250218,99.4,77.56,23.69
824,1,Page View,2025-02-24,20250224,81.07,58.79,35.06
824,2,CTA Click,2025-03-02,20250302,81.07,58.79,35.06
825,1,Page View,2025-03-10,20250310,71.08,63.28,16.6
825,2,CTA Click,2025-03-17,20250317,71.08,63.28,16.6
826,1,Page View,2025-01-12,20250112,13.92,20.66,20.69
826,2,CTA Click,2025-01-19,20250119,13.92,20.66,20.69
826,3,Signup,2025-01-21,20250121,13.92,20.66,20.69
826,4,First Data Connection,2025-01-24,20250124,13.92,20.66,20.69
827,1,Page View,2025-02-12,20250212,5.94,35.08,28.11
828,1,Page View,2025-02-03,20250203,53.88,32.37,70.41
828,2,CTA Click,2025-02-05,20250205,53.88,32.37,70.41
829,1,Page View,2025-03-25,20250325,28.93,26.73,85.8
830,1,Page View,2025-01-30,20250130,98.55,67.93,9.52
831,1,Page View,2025-01-08,20250108,96.28,78.57,91.88
832,1,Page View,2025-03-17,20250317,99.25,86.7,12.69
833,1,Page View,2025-01-11,20250111,86.61,24.97,71.14
834,1,Page View,2025-02-15,20250215,82.85,76.15,67.62
835,1,Page View,2025-01-30,20250130,48.95,57.74,26.87
836,1,Page View,2025-03-17,20250317,41.42,45.2,63.36
836,2,CTA Click,2025-03-19,20250319,41.42,45.2,63.36
837,1,Page View,2025-01-18,20250118,88.01,9.31,51.56
837,2,CTA Click,2025-01-25,20250125,88.01,9.31,51.56
837,3,Signup,2025-01-26,20250126,88.01,9.31,51.56
838,1,Page View,2025-02-03,20250203,27.82,93.63,36.91
838,2,CTA Click,2025-02-07,20250207,27.82,93.63,36.91
838,3,Signup,2025-02-14,20250214,27.82,93.63,36.91
838,4,First Data Connection,2025-02-22,20250222,27.82,93.63,36.91
838,5,First Dashboard Created,2025-02-25,20250225,27.82,93.63,36.91
839,1,Page View,2025-02-26,20250226,95.03,32.73,0.25
840,1,Page View,2025-03-11,20250311,77.41,73.27,73.09
841,1,Page View,2025-03-15,20250315,45.84,66.41,35.82
842,1,Page View,2025-01-10,20250110,6.33,53.44,21.78
842,2,CTA Click,2025-01-13,20250113,6.33,53.44,21.78
842,3,Signup,2025-01-21,20250121,6.33,53.44,21.78
842,4,First Data Connection,2025-01-24,20250124,6.33,53.44,21.78
842,5,First Dashboard Created,2025-01-27,20250127,6.33,53.44,21.78
842,6,Features Engagement,2025-02-02,20250202,6.33,53.44,21.78
843,1,Page View,2025-02-11,20250211,42.96,21.19,26.85
843,2,CTA Click,2025-02-13,20250213,42.96,21.19,26.85
843,3,Signup,2025-02-16,20250216,42.96,21.19,26.85
843,4,First Data Connection,2025-02-18,20250218,42.96,21.19,26.85
843,5,First Dashboard Created,2025-02-19,20250219,42.96,21.19,26.85
843,6,Features Engagement,2025-02-21,20250221,42.96,21.19,26.85
844,1,Page View,2025-03-10,20250310,82.83,33.78,57.79
844,2,CTA Click,2025-03-14,20250314,82.83,33.78,57.79
845,1,Page View,2025-02-17,20250217,56.61,48.53,34.37
846,1,Page View,2025-02-28,20250228,68.26,4.84,9.96
847,1,Page View,2025-03-23,20250323,78.39,45.96,12.42
848,1,Page View,2025-01-29,20250129,85.77,44.13,0.07
849,1,Page View,2025-01-07,20250107,95.8,20.23,68.86
850,1,Page View,2025-02-05,20250205,13.19,65.0,15.9
850,2,CTA Click,2025-02-07,20250207,13.19,65.0,15.9
850,3,Signup,2025-02-14,20250214,13.19,65.0,15.9
850,4,First Data Connection,2025-02-20,20250220,13.19,65.0,15.9
850,5,First Dashboard Created,2025-02-25,20250225,13.19,65.0,15.9
851,1,Page View,2025-01-12,20250112,93.27,27.4,65.46
852,1,Page View,2025-02-27,20250227,25.04,37.18,90.38
853,1,Page View,2025-01-20,20250120,16.55,39.63,30.55
854,1,Page View,2025-02-09,20250209,69.94,23.41,65.55
855,1,Page View,2025-03-12,20250312,70.37,0.11,47.68
855,2,CTA Click,2025-03-16,20250316,70.37,0.11,47.68
856,1,Page View,2025-03-15,20250315,13.27,22.62,68.0
857,1,Page View,2025-02-04,20250204,0.93,69.56,81.71
857,2,CTA Click,2025-02-09,20250209,0.93,69.56,81.71
857,3,Signup,2025-02-14,20250214,0.93,69.56,81.71
857,4,First Data Connection,2025-02-19,20250219,0.93,69.56,81.71
857,5,First Dashboard Created,2025-02-22,20250222,0.93,69.56,81.71
858,1,Page View,2025-02-18,20250218,98.82,42.23,13.22
859,1,Page View,2025-01-03,20250103,7.08,38.31,73.08
859,2,CTA Click,2025-01-04,20250104,7.08,38.31,73.08
859,3,Signup,2025-01-12,20250112,7.08,38.31,73.08
859,4,First Data Connection,2025-01-16,20250116,7.08,38.31,73.08
859,5,First Dashboard Created,2025-01-18,20250118,7.08,38.31,73.08
860,1,Page View,2025-03-02,20250302,10.24,31.34,88.1
861,1,Page View,2025-03-06,20250306,13.71,77.35,75.32
861,2,CTA Click,2025-03-13,20250313,13.71,77.35,75.32
862,1,Page View,2025-01-20,20250120,13.31,99.29,14.29
862,2,CTA Click,2025-01-24,20250124,13.31,99.29,14.29
863,1,Page View,2025-02-03,20250203,53.05,0.85,65.0
864,1,Page View,2025-03-16,20250316,44.01,72.24,62.81
865,1,Page View,2025-01-12,20250112,15.14,41.17,68.66
865,2,CTA Click,2025-01-17,20250117,15.14,41.17,68.66
865,3,Signup,2025-01-20,20250120,15.14,41.17,68.66
866,1,Page View,2025-01-18,20250118,86.0,8.67,10.05
867,1,Page View,2025-01-16,20250116,75.24,58.96,38.4
867,2,CTA Click,2025-01-21,20250121,75.24,58.96,38.4
867,3,Signup,2025-01-24,20250124,75.24,58.96,38.4
868,1,Page View,2025-01-11,20250111,96.32,31.45,13.98
869,1,Page View,2025-03-08,20250308,27.7,8.42,55.34
870,1,Page View,2025-02-24,20250224,60.0,60.76,77.9
871,1,Page View,2025-02-07,20250207,69.05,84.79,65.84
872,1,Page View,2025-02-06,20250206,30.16,51.77,50.95
873,1,Page View,2025-01-28,20250128,74.78,29.55,5.46
873,2,CTA Click,2025-01-31,20250131,74.78,29.55,5.46
874,1,Page View,2025-03-23,20250323,89.79,95.47,49.49
875,1,Page View,2025-02-26,20250226,11.27,49.96,59.39
875,2,CTA Click,2025-02-28,20250228,11.27,49.96,59.39
876,1,Page View,2025-02-03,20250203,52.83,97.77,98.69
877,1,Page View,2025-03-06,20250306,93.39,13.2,86.08
878,1,Page View,2025-01-31,20250131,56.84,36.54,68.29
879,1,Page View,2025-01-07,20250107,76.27,95.45,77.04
879,2,CTA Click,2025-01-14,20250114,76.27,95.45,77.04
879,3,Signup,2025-01-16,20250116,76.27,95.45,77.04
879,4,First Data Connection,2025-01-18,20250118,76.27,95.45,77.04
880,1,Page View,2025-03-05,20250305,1.67,6.75,26.22
881,1,Page View,2025-03-29,20250329,3.98,6.05,78.93
882,1,Page View,2025-02-15,20250215,50.66,62.86,50.1
883,1,Page View,2025-02-06,20250206,41.54,70.18,8.24
883,2,CTA Click,2025-02-12,20250212,41.54,70.18,8.24
883,3,Signup,2025-02-16,20250216,41.54,70.18,8.24
883,4,First Data Connection,2025-02-17,20250217,41.54,70.18,8.24
883,5,First Dashboard Created,2025-02-19,20250219,41.54,70.18,8.24
883,6,Features Engagement,2025-02-22,20250222,41.54,70.18,8.24
884,1,Page View,2025-01-30,20250130,53.66,61.6,27.75
885,1,Page View,2025-03-03,20250303,30.99,51.13,20.32
886,1,Page View,2025-02-22,20250222,80.81,53.64,39.07
886,2,CTA Click,2025-02-24,20250224,80.81,53.64,39.07
887,1,Page View,2025-02-25,20250225,63.43,83.45,68.11
888,1,Page View,2025-01-09,20250109,6.61,69.87,73.0
889,1,Page View,2025-02-02,20250202,84.65,5.79,8.62
890,1,Page View,2025-02-21,20250221,43.45,45.34,60.88
891,1,Page View,2025-03-19,20250319,30.93,74.17,74.07
892,1,Page View,2025-02-18,20250218,11.94,70.79,70.15
892,2,CTA Click,2025-02-26,20250226,11.94,70.79,70.15
893,1,Page View,2025-02-10,20250210,16.38,95.3,52.3
894,1,Page View,2025-02-14,20250214,78.3,72.08,16.7
895,1,Page View,2025-01-02,20250102,12.69,78.11,26.88
896,1,Page View,2025-02-26,20250226,88.64,77.14,2.94
896,2,CTA Click,2025-03-02,20250302,88.64,77.14,2.94
896,3,Signup,2025-03-09,20250309,88.64,77.14,2.94
897,1,Page View,2025-03-01,20250301,80.71,27.2,6.39
898,1,Page View,2025-03-12,20250312,71.23,57.67,7.71
898,2,CTA Click,2025-03-18,20250318,71.23,57.67,7.71
898,3,Signup,2025-03-23,20250323,71.23,57.67,7.71
898,4,First Data Connection,2025-03-27,20250327,71.23,57.67,7.71
899,1,Page View,2025-03-08,20250308,45.52,36.01,49.96
900,1,Page View,2025-02-09,20250209,56.69,36.77,25.51
900,2,CTA Click,2025-02-12,20250212,56.69,36.77,25.51
901,1,Page View,2025-01-26,20250126,10.29,57.39,72.28
901,2,CTA Click,2025-02-03,20250203,10.29,57.39,72.28
902,1,Page View,2025-02-28,20250228,22.84,50.88,4.4
903,1,Page View,2025-01-15,20250115,86.29,24.46,47.18
904,1,Page View,2025-03-22,20250322,38.3,15.01,93.12
905,1,Page View,2025-02-12,20250212,85.75,55.29,91.39
906,1,Page View,2025-01-20,20250120,74.07,41.94,32.18
906,2,CTA Click,2025-01-23,20250123,74.07,41.94,32.18
906,3,Signup,2025-01-25,20250125,74.07,41.94,32.18
907,1,Page View,2025-01-18,20250118,41.63,72.03,27.13
908,1,Page View,2025-02-17,20250217,7.79,37.28,50.2
908,2,CTA Click,2025-02-24,20250224,7.79,37.28,50.2
908,3,Signup,2025-02-25,20250225,7.79,37.28,50.2
908,4,First Data Connection,2025-03-01,20250301,7.79,37.28,50.2
908,5,First Dashboard Created,2025-03-04,20250304,7.79,37.28,50.2
908,6,Features Engagement,2025-03-08,20250308,7.79,37.28,50.2
909,1,Page View,2025-02-08,20250208,90.19,17.93,80.43
909,2,CTA Click,2025-02-15,20250215,90.19,17.93,80.43
909,3,Signup,2025-02-17,20250217,90.19,17.93,80.43
910,1,Page View,2025-02-20,20250220,98.14,95.41,6.89
910,2,CTA Click,2025-02-27,20250227,98.14,95.41,6.89
910,3,Signup,2025-03-07,20250307,98.14,95.41,6.89
910,4,First Data Connection,2025-03-11,20250311,98.14,95.41,6.89
911,1,Page View,2025-03-17,20250317,46.51,28.23,84.48
912,1,Page View,2025-02-26,20250226,32.73,55.31,0.8
913,1,Page View,2025-03-14,20250314,20.07,56.38,30.39
913,2,CTA Click,2025-03-16,20250316,20.07,56.38,30.39
914,1,Page View,2025-01-21,20250121,62.27,46.39,59.17
915,1,Page View,2025-03-25,20250325,49.34,77.26,19.54
916,1,Page View,2025-02-06,20250206,90.04,76.05,24.51
917,1,Page View,2025-02-11,20250211,0.64,41.0,23.3
918,1,Page View,2025-03-27,20250327,34.64,83.96,87.72
918,2,CTA Click,2025-04-03,20250403,34.64,83.96,87.72
918,3,Signup,2025-04-07,20250407,34.64,83.96,87.72
918,4,First Data Connection,2025-04-13,20250413,34.64,83.96,87.72
918,5,First Dashboard Created,2025-04-21,20250421,34.64,83.96,87.72
918,6,Features Engagement,2025-04-23,20250423,34.64,83.96,87.72
919,1,Page View,2025-03-06,20250306,95.1,0.15,65.73
919,2,CTA Click,2025-03-13,20250313,95.1,0.15,65.73
920,1,Page View,2025-02-07,20250207,84.9,72.72,10.39
921,1,Page View,2025-02-05,20250205,52.98,23.82,49.2
921,2,CTA Click,2025-02-12,20250212,52.98,23.82,49.2
921,3,Signup,2025-02-17,20250217,52.98,23.82,49.2
921,4,First Data Connection,2025-02-25,20250225,52.98,23.82,49.2
921,5,First Dashboard Created,2025-03-01,20250301,52.98,23.82,49.2
921,6,Features Engagement,2025-03-05,20250305,52.98,23.82,49.2
922,1,Page View,2025-03-15,20250315,5.99,99.7,71.17
922,2,CTA Click,2025-03-17,20250317,5.99,99.7,71.17
922,3,Signup,2025-03-20,20250320,5.99,99.7,71.17
922,4,First Data Connection,2025-03-25,20250325,5.99,99.7,71.17
923,1,Page View,2025-01-04,20250104,9.3,92.13,89.73
924,1,Page View,2025-02-17,20250217,51.98,70.08,37.25
924,2,CTA Click,2025-02-22,20250222,51.98,70.08,37.25
925,1,Page View,2025-03-27,20250327,97.46,8.49,9.56
925,2,CTA Click,2025-04-03,20250403,97.46,8.49,9.56
926,1,Page View,2025-02-19,20250219,13.35,82.0,7.48
927,1,Page View,2025-03-12,20250312,56.78,43.5,96.42
928,1,Page View,2025-02-14,20250214,23.68,26.1,31.5
928,2,CTA Click,2025-02-20,20250220,23.68,26.1,31.5
929,1,Page View,2025-01-18,20250118,80.08,70.07,73.54
930,1,Page View,2025-01-14,20250114,31.81,27.2,7.47
930,2,CTA Click,2025-01-15,20250115,31.81,27.2,7.47
931,1,Page View,2025-02-25,20250225,20.27,77.99,58.47
932,1,Page View,2025-02-20,20250220,15.54,16.44,46.61
933,1,Page View,2025-03-24,20250324,40.65,53.59,96.46
933,2,CTA Click,2025-03-29,20250329,40.65,53.59,96.46
934,1,Page View,2025-03-26,20250326,20.76,30.83,26.5
935,1,Page View,2025-03-08,20250308,11.99,15.76,68.61
936,1,Page View,2025-01-20,20250120,82.64,69.69,4.03
936,2,CTA Click,2025-01-21,20250121,82.64,69.69,4.03
937,1,Page View,2025-02-06,20250206,83.59,32.78,9.12
938,1,Page View,2025-01-03,20250103,24.82,35.57,51.35
939,1,Page View,2025-01-23,20250123,67.72,26.02,99.07
940,1,Page View,2025-03-10,20250310,3.11,40.44,45.22
941,1,Page View,2025-03-02,20250302,74.81,24.99,46.2
942,1,Page View,2025-01-09,20250109,80.39,13.98,1.2
943,1,Page View,2025-01-12,20250112,83.04,98.26,13.07
943,2,CTA Click,2025-01-14,20250114,83.04,98.26,13.07
943,3,Signup,2025-01-18,20250118,83.04,98.26,13.07
943,4,First Data Connection,2025-01-26,20250126,83.04,98.26,13.07
943,5,First Dashboard Created,2025-01-27,20250127,83.04,98.26,13.07
944,1,Page View,2025-03-25,20250325,82.37,37.22,63.03
945,1,Page View,2025-02-17,20250217,64.47,58.23,25.88
946,1,Page View,2025-01-21,20250121,81.27,2.18,6.45
947,1,Page View,2025-01-28,20250128,90.25,44.34,12.88
947,2,CTA Click,2025-02-03,20250203,90.25,44.34,12.88
947,3,Signup,2025-02-08,20250208,90.25,44.34,12.88
947,4,First Data Connection,2025-02-12,20250212,90.25,44.34,12.88
947,5,First Dashboard Created,2025-02-13,20250213,90.25,44.34,12.88
947,6,Features Engagement,2025-02-17,20250217,90.25,44.34,12.88
947,7,Paid Conversion,2025-02-22,20250222,90.25,44.34,12.88
948,1,Page View,2025-03-04,20250304,90.51,82.94,33.15
949,1,Page View,2025-01-13,20250113,4.27,46.1,16.8
950,1,Page View,2025-02-08,20250208,57.39,82.17,39.5
950,2,CTA Click,2025-02-14,20250214,57.39,82.17,39.5
950,3,Signup,2025-02-21,20250221,57.39,82.17,39.5
950,4,First Data Connection,2025-02-28,20250228,57.39,82.17,39.5
950,5,First Dashboard Created,2025-03-07,20250307,57.39,82.17,39.5
950,6,Features Engagement,2025-03-10,20250310,57.39,82.17,39.5
951,1,Page View,2025-02-02,20250202,2.95,68.32,17.28
952,1,Page View,2025-02-28,20250228,21.47,18.72,27.99
952,2,CTA Click,2025-03-07,20250307,21.47,18.72,27.99
952,3,Signup,2025-03-13,20250313,21.47,18.72,27.99
953,1,Page View,2025-02-06,20250206,88.34,3.46,61.92
954,1,Page View,2025-01-13,20250113,24.58,29.51,41.2
955,1,Page View,2025-01-26,20250126,55.07,6.1,27.98
956,1,Page View,2025-02-02,20250202,13.72,19.95,88.47
957,1,Page View,2025-03-10,20250310,52.58,63.08,80.22
958,1,Page View,2025-01-12,20250112,79.48,98.94,78.19
959,1,Page View,2025-02-18,20250218,35.91,54.45,48.47
959,2,CTA Click,2025-02-25,20250225,35.91,54.45,48.47
959,3,Signup,2025-03-04,20250304,35.91,54.45,48.47
959,4,First Data Connection,2025-03-08,20250308,35.91,54.45,48.47
959,5,First Dashboard Created,2025-03-12,20250312,35.91,54.45,48.47
959,6,Features Engagement,2025-03-20,20250320,35.91,54.45,48.47
960,1,Page View,2025-01-17,20250117,91.27,50.24,38.84
961,1,Page View,2025-01-15,20250115,17.98,31.89,21.9
961,2,CTA Click,2025-01-21,20250121,17.98,31.89,21.9
962,1,Page View,2025-01-15,20250115,89.58,77.85,5.86
963,1,Page View,2025-02-15,20250215,99.15,52.94,76.68
964,1,Page View,2025-02-12,20250212,99.96,97.4,10.01
964,2,CTA Click,2025-02-14,20250214,99.96,97.4,10.01
965,1,Page View,2025-03-10,20250310,65.69,26.65,81.63
966,1,Page View,2025-01-11,20250111,91.73,5.59,99.64
967,1,Page View,2025-01-10,20250110,21.94,84.65,79.74
968,1,Page View,2025-01-17,20250117,35.48,83.92,84.52
969,1,Page View,2025-02-24,20250224,17.61,59.25,80.62
969,2,CTA Click,2025-03-03,20250303,17.61,59.25,80.62
970,1,Page View,2025-01-01,20250101,69.76,91.4,2.82
970,2,CTA Click,2025-01-07,20250107,69.76,91.4,2.82
970,3,Signup,2025-01-09,20250109,69.76,91.4,2.82
970,4,First Data Connection,2025-01-11,20250111,69.76,91.4,2.82
970,5,First Dashboard Created,2025-01-19,20250119,69.76,91.4,2.82
970,6,Features Engagement,2025-01-25,20250125,69.76,91.4,2.82
970,7,Paid Conversion,2025-01-28,20250128,69.76,91.4,2.82
971,1,Page View,2025-02-27,20250227,70.06,94.76,56.36
972,1,Page View,2025-01-08,20250108,56.31,18.82,98.8
973,1,Page View,2025-01-27,20250127,88.16,49.22,30.91
974,1,Page View,2025-01-05,20250105,49.04,9.03,23.26
975,1,Page View,2025-02-01,20250201,21.88,52.64,0.07
975,2,CTA Click,2025-02-08,20250208,21.88,52.64,0.07
975,3,Signup,2025-02-10,20250210,21.88,52.64,0.07
975,4,First Data Connection,2025-02-17,20250217,21.88,52.64,0.07
975,5,First Dashboard Created,2025-02-25,20250225,21.88,52.64,0.07
975,6,Features Engagement,2025-03-01,20250301,21.88,52.64,0.07
976,1,Page View,2025-02-23,20250223,91.79,20.15,13.05
976,2,CTA Click,2025-02-28,20250228,91.79,20.15,13.05
977,1,Page View,2025-01-24,20250124,71.69,91.88,84.43
978,1,Page View,2025-03-24,20250324,32.36,2.19,58.66
979,1,Page View,2025-02-09,20250209,91.72,77.44,84.65
980,1,Page View,2025-03-05,20250305,86.07,96.06,37.36
980,2,CTA Click,2025-03-07,20250307,86.07,96.06,37.36
981,1,Page View,2025-03-13,20250313,94.19,39.56,10.1
981,2,CTA Click,2025-03-20,20250320,94.19,39.56,10.1
982,1,Page View,2025-03-06,20250306,30.18,13.65,15.75
983,1,Page View,2025-02-17,20250217,94.87,79.18,96.07
984,1,Page View,2025-02-24,20250224,64.92,17.42,96.87
985,1,Page View,2025-02-11,20250211,69.36,92.88,78.7
986,1,Page View,2025-02-12,20250212,22.32,58.9,17.54
987,1,Page View,2025-02-19,20250219,30.68,68.85,12.73
988,1,Page View,2025-03-04,20250304,72.88,94.88,94.87
989,1,Page View,2025-02-21,20250221,39.16,99.43,96.52
989,2,CTA Click,2025-02-28,20250228,39.16,99.43,96.52
989,3,Signup,2025-03-05,20250305,39.16,99.43,96.52
989,4,First Data Connection,2025-03-09,20250309,39.16,99.43,96.52
990,1,Page View,2025-02-16,20250216,3.24,60.24,92.1
990,2,CTA Click,2025-02-19,20250219,3.24,60.24,92.1
990,3,Signup,2025-02-22,20250222,3.24,60.24,92.1
991,1,Page View,2025-01-29,20250129,96.75,22.09,56.56
992,1,Page View,2025-03-31,20250331,93.67,14.06,74.53
993,1,Page View,2025-02-11,20250211,23.8,98.24,16.79
994,1,Page View,2025-03-11,20250311,88.53,8.87,70.9
995,1,Page View,2025-02-26,20250226,63.91,88.67,44.66
996,1,Page View,2025-03-13,20250313,26.52,24.95,6.78
997,1,Page View,2025-01-18,20250118,25.67,10.8,0.13
998,1,Page View,2025-02-10,20250210,38.59,73.26,96.91
999,1,Page View,2025-03-12,20250312,88.46,49.31,37.87
1000,1,Page View,2025-01-26,20250126,54.6,10.14,47.95
